☆央卫☆,#genre#
江西卫视,http://117.148.187.57/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230667/01.m3u8?fmt=ts2hls
浙江卫

视,http://117.148.187.49/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230035/index.m3u8#http://39.134.176.156

/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228837/index.m3u8
深圳卫视,http://101.71.255.229:6610/zjhs/2/10045/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
湖北卫视,http://117.148.187.40/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230670/01.m3u8?fmt=ts2hls
湖南卫视,http://117.148.187.49/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230695/01.m3u8?

fmt=ts2hls#http://117.148.187.93/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228824/index.m3u8
辽宁卫视,http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230692/01.m3u8?fmt=ts2hls
黑龙江卫视,http://39.134.176.163/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230710/01.m3u8?

fmt=ts2hls#http://117.148.187.88/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228827/index.m3u8
凤凰中文,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228608/index.m3u8
凤凰资讯,http://117.148.187.100/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228597/index.m3u8
☆地方☆,#genre#
高清电视QQ交流群,https://vd2.bdstatic.com/mda-kcnbpzh3uh1txtxi/hd/mda-kcnbpzh3uh1txtxi.mp4?auth_key=1612314700-0-0-

228382a3eb4147c105761f9b342c0b28&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
1125895186,https://vd2.bdstatic.com/mda-kcnbpzh3uh1txtxi/hd/mda-kcnbpzh3uh1txtxi.mp4?auth_key=1612314700-0-0-

228382a3eb4147c105761f9b342c0b28&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
北京新闻,http://ivi.bupt.edu.cn/hls/btv9.m3u8
北京文艺,http://ivi.bupt.edu.cn/hls/btv2hd.m3u8
北京科教,http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京影视,http://ivi.bupt.edu.cn/hls/btv4.m3u8
北京财经,http://ivi.bupt.edu.cn/hls/btv5.m3u8
北京生活,http://ivi.bupt.edu.cn/hls/btv7.m3u8
北京冬奥,http://ivi.bupt.edu.cn/hls/btv11hd.m3u8#http://39.130.206.213:6410/gitv_live/G_BEIJINGJSHD/G_BEIJINGJSHD.m3u8
北京卡酷,http://ivi.bupt.edu.cn/hls/btv10.m3u8
北京京视,http://223.110.245.143/ott.js.chinamobile.com/PLTV/3/224/3221227040/index.m3u8
北京纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225675/index.m3u8
北京清华大学电视台,http://v.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
北京新华中文,http://livecdn1.news.cn/cnccn/manifest.m3u8
北京西青电视,http://221.238.209.44:81/hls/live1.m3u8
北京滨海新

闻,http://60.30.52.41/live/bhtv1/playlist.m3u8#http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8
北京滨海都市,http://60.30.52.41/live/bhtv2/playlist.m3u8
北京点掌财经,http://cclive.aniu.tv/live/anzb.m3u8
北京金山,http://live.mudu.tv/watch/4zbn2f.m3u8
北京中国交通,http://tv.lanjingfm.com/cctbn/beijing.m3u8
北京淘BABY,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226554/1.m3u8
北京淘剧场,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8
北京淘娱乐,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/1.m3u8
北京淘电影,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8
北京萌宠TV,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226555/1.m3u8
北京大健康,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221226556/1.m3u8
天津卫视,http://112.17.40.140/PLTV/88888888/224/3221226412/index.m3u8
河北经济,http://weblive.hebtv.com/live/hbjj_bq/index.m3u8
河北都市,http://weblive.hebtv.com/live/hbds_bq/index.m3u8
河北影视,http://weblive.hebtv.com/live/hbys_bq/index.m3u8
河北农民,http://weblive.hebtv.com/live/nmpd_bq/index.m3u8
河北秦皇岛新闻,http://vod.qhdcm.com:1935/live/qhdtv1/800K/tzwj_video.m3u8
河北秦皇岛政法,http://vod.qhdcm.com:1935/live/qhdtv2/800K/tzwj_video.m3u8
河北秦皇岛影视,http://vod.qhdcm.com:1935/live/qhdtv3/800K/tzwj_video.m3u8
河北霸州新闻,http://hbbz.chinashadt.com:2036/live/stream:bzxw.stream/playlist.m3u8
河北霸州文化,http://hbbz.chinashadt.com:2036/live/stream:bzwh.stream/playlist.m3u8
河北霸州公共,http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/playlist.m3u8
河北霸州少儿,http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8
河北张家口一套,http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8
河北衡水新闻综合,http://hls.hsrtv.cn/hls/hstv1.m3u8
河北衡水影视娱乐,http://hls.hsrtv.cn/hls/hstv2.m3u8
河北衡水公共频道,http://hls.hsrtv.cn/hls/hstv3.m3u8
河北黄骅一套,http://hbhh.chinashadt.com:2111/live/hhtv.stream/playlist.m3u8
河北黄骅二套,http://hbhh.chinashadt.com:2111/live/hhtv2.stream/playlist.m3u8
河北黄骅影视,http://hbhh.chinashadt.com:2111/live/hhys.stream/playlist.m3u8
河北黄骅互动,http://hbhh.chinashadt.com:2111/live/hdtv.stream/playlist.m3u8
河北黄骅渤海新区,http://hbhh.chinashadt.com:2111/live/bhtv.stream/playlist.m3u8
河北隆化综合,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
河北隆化影视,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
河北滦州综合,http://hblxx.chinashadt.com:2036/live/stream:lx1.stream/playlist.m3u8
河北滦州综艺,http://hblxx.chinashadt.com:2036/live/stream:lx2.stream/playlist.m3u8
河北鹿泉一套,http://hblq.chinashadt.com:2036/live/stream:luquan1.stream/playlist.m3u8
河北鹿泉二套,http://hblq.chinashadt.com:2036/live/stream:luquan2.stream/playlist.m3u8
河北景县电视一套,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream_360p/playlist.m3u8
河北景县电视二套,http://hbjx.chinashadt.com:1935/live/stream:jx2.stream_360p/playlist.m3u8
河北迁安新闻综合,http://app.qatv.cn:1936/live/stream:xwzh.stream_720p/playlist.m3u8
河北迁安生活影

视,http://app.qatv.cn:1937/live/stream:shfw.stream_720p/playlist.m3u8#http://app.qatv.cn:1937/live/stream:shfw.stream_

720p/chunklist_w714385498.m3u8
河北迁安快乐3频道,http://app.qatv.cn:1936/live/stream:kl3pd.stream_720p/playlist.m3u8
河北辛集新闻频道,http://zsxj.chinashadt.com:1935/live/xjxw.stream_360p/playlist.m3u8
河北辛集生活频道,http://zsxj.chinashadt.com:1935/live/xjsh.stream_360p/playlist.m3u8
河北河北经济生活,http://live5.plus.hebtv.com/hbjjsl/sd/live.m3u8
河北沧州电视台一套,http://czlive.czgd.tv:85/live/xnyt.m3u8
河北沧州电视台二套,http://czlive.czgd.tv:85/live/xnet.m3u8
河北沧州电视台三套,http://czlive.czgd.tv:85/live/xnst.m3u8
河北张家口电视台二套,http://nlive.zjkgdcs.com:8091/live/zjktv2.m3u8
河北秦皇岛电视台二套,http://vod.qhdcm.com:1935/live/qhdtv2/800K/tzwj_video.m3u8?
河北河北|阜城电视台1,http://hbfc.chinashadt.com:2036/live/2.stream/playlist.m3u8
河北渤海新区,http://hbhh.chinashadt.com:2111/live/bhtv.stream/chunklist_w493648071.m3u8
河北巴州新闻,http://hbbz.chinashadt.com:2036/live/stream:bzxw.stream/chunklist_w877242305.m3u8
河北巴州公共,http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/chunklist_w1392286626.m3u8
河北迁安综合,http://app.qatv.cn:1936/live/stream:xwzh.stream_720p/chunklist_w91442629.m3u8
河北廊坊公共,http://60.191.47.55/tv_radio_37248/tv_channel_594__redirect__37248.m3u8
河北惊险1,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream_360p/chunklist_w1092008512.m3u8
河北惊险2,http://hbjx.chinashadt.com:1935/live/stream:jx2.stream/chunklist_w821355944.m3u8
河北神州综合,http://hbsz.chinashadt.com:2036/live/stream:sztv.stream/chunklist_w1056600619.m3u8
河北古安新闻,http://hbga.chinashadt.com:1935/live/stream:gazh.stream/chunklist_w2059997491.m3u8
河北古安娱乐,http://hbga.chinashadt.com:1935/live/stream:gayl.stream/chunklist_w96055201.m3u8
河北香河新闻,http://hbxh.chinashadt.com:2038/live/stream:xhzh.stream/chunklist_w1981183421.m3u8
河北祥和影视,http://hbxh.chinashadt.com:2038/live/stream:xhys.stream/chunklist_w746733693.m3u8
河北波箱综合,http://hbbx.chinashadt.com:2035/live/8.stream/chunklist_w564256940.m3u8
河北南宫1,http://60.6.224.199:8001/ng1.m3u8
河北南宫2,http://60.6.224.199:8001/ng2.m3u8
山西黄河频道,http://sxxx.chinashadt.com:2037/live/5.stream/playlist.m3u8
山西经济资讯,http://live3.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiFinance&start=0&provider=www.tvmining.com
山西少儿频道,http://live2.sxrtv.com/flvss?

bitrate=800000&channel=Shan1XiChild&start=0&provider=www.tvmining.com#http://live4.sxrtv.com/flvss?

bitrate=800000&channel=Shan1XiChild&start=0&provider=www.tvmining.com
山西隰县新闻,http://sxxx.chinashadt.com:2037/live/2.stream/playlist.m3u8
山西吴江新闻,http://30515.hlsplay.aodianyun.com/lms_30515/tv_channel_239.m3u8
山西孝义新闻,http://app.xygdcm.com:2036/live/stream:xy1.stream/playlist.m3u8
内蒙古包头经济频道,http://live.btgdt.com/channels/btgd/jjpd/m3u8:500k/live
内蒙古包头生活服务,http://live.btgdt.com/channels/btgd/shfw/m3u8:500k/live
吉林∣都市频道,http://stream1.jlntv.cn/dspd/sd/live.m3u8
吉林∣生活频道,http://stream1.jlntv.cn/shpd/sd/live.m3u8
吉林∣影视频道,http://stream1.jlntv.cn/yspd/sd/live.m3u8
吉林∣乡村频道,http://stream1.jlntv.cn/xcpd/sd/live.m3u8
吉林东北戏曲频道,http://stream1.jlntv.cn/dbxq/playlist.m3u8?_upt=4324704f1578416540
吉林通化新闻,http://stream2.jlntv.cn/tonghua1/sd/live.m3u8
吉林白城新闻,http://stream2.jlntv.cn/baicheng1/sd/live.m3u8
吉林四平新闻,http://stream2.jlntv.cn/sptv/sd/live.m3u8
吉林大庆新闻综合,http://34532.hlsplay.aodianyun.com/tv_radio_34532/tv_channel_1190.m3u8  
上海东方卫视,http://112.17.40.140/PLTV/88888888/224/3221226142/index.m3u8
上海东方财经,http://140.207.241.2:8080/live/program/live/dfcj/1300000/mnf.m3u8
上海东方影

视,http://39.134.39.39/PLTV/88888888/224/3221226189/index.m3u8#http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV

/88888888/224/3221225970/3.m3u8
上海五星体育,http://39.134.39.39/PLTV/88888888/224/3221226178/index.m3u8
上海外语,http://39.134.39.39/PLTV/88888888/224/3221226201/index.m3u8
上海新闻综合,http://140.207.241.2:8080/live/program/live/xwzhhd/4000000/mnf.m3u8
上海ICS外语,http://140.207.241.2:8080/live/program/live/wypdhd/4000000/mnf.m3u8
上海哈哈炫动,http://140.207.241.2:8080/live/program/live/hhxdhd/4000000/mnf.m3u8
上海都

市,http://39.134.39.39/PLTV/88888888/224/3221226168/index.m3u8#http://140.207.241.2:8080/live/program/live/ylpdhd/4000

000/mnf.m3u8
上海教育,http://live.setv.sh.cn/slive/shedu02_1200k.m3u8#http://live.setv.sh.cn/slive/shedu02_450k.m3u8?app=11404
上海第一财经,http://39.134.39.39/PLTV/88888888/224/3221226172/index.m3u8
上海纪实人

文,http://39.134.39.39/PLTV/88888888/224/3221226174/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226313/index.

m3u8
上海新视觉,http://140.207.241.2:8080/live/program/live/xsjhd/4000000/mnf.m3u8
上海动漫秀

场,http://39.134.39.39/PLTV/88888888/224/3221226197/index.m3u8#http://140.207.241.2:8080/live/program/live/dmxchd/4000

000/mnf.m3u8#http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225977/3.m3u8
上海游戏风

云,http://39.134.39.39/PLTV/88888888/224/3221226187/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226337/index.

m3u8#http://140.207.241.2:8080/live/program/live/yxfyhd/4000000/mnf.m3u8
上海劲爆体

育,http://39.134.39.39/PLTV/88888888/224/3221226170/index.m3u8#http://140.207.241.2:8080/live/program/live/jbtyhd/4000

000/mnf.m3u8
上海魅力足球,http://140.207.241.2:8080/live/program/live/mlyyhd/4000000/mnf.m3u8
上海欢笑剧

场,http://39.134.39.39/PLTV/88888888/224/3221226203/index.m3u8#http://140.207.241.2:8080/live/program/live/hxjchd/4000

000/mnf.m3u8
上海极速汽

车,http://39.134.39.39/PLTV/88888888/224/3221226195/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226310/index.

m3u8#http://140.207.241.2:8080/live/program/live/jsqchd/4000000/mnf.m3u8
上海生活时

尚,http://140.207.241.2:8080/live/program/live/shsshd/4000000/mnf.m3u8#http://39.135.248.150/hwcdntest.hb.chinamobile.

com/PLTV/88888888/224/3221226140/3.m3u8
上海全纪实,http://140.207.241.2:8080/live/program/live/qjshd/4000000/mnf.m3u8
上海都市剧

场,http://39.134.39.39/PLTV/88888888/224/3221226176/index.m3u8#http://140.207.241.2:8080/live/program/live/dsjchd/4000

000/mnf.m3u8
上海幸福彩,http://140.207.241.2:8080/live/program/live/xfchd/4000000/mnf.m3u8
上海法治天地,http://140.207.241.2:8080/live/program/live/fztd/1300000/mnf.m3u8
上海金色频道,http://140.207.241.2:8080/live/program/live/jingsepd/1300000/mnf.m3u8
上海七彩戏剧,http://140.207.241.2:8080/live/program/live/qcxj/1300000/mnf.m3u8
上海看看新闻,http://bililive.kksmg.com/hls/sdi7000/playlist.m3u8
上海五星体育频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225964/3.m3u8
上海第一财经频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226138/3.m3u8
上海综合频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221225973/3.m3u8
上海卡通,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226139/3.m3u8
上海都视频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226141/3.m3u8
上海Sitv都市剧场,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226143/3.m3u8
上海sitv全纪实频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226180/3.m3u8
上海SITV金色频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226149/3.m3u8
上海SITV欢笑剧场,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226144/3.m3u8
上海点掌财经频,http://cclive2.aniu.tv/live/anzb.m3u8
上海游戏风云频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226146/3.m3u8
上海纪实人文频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226137/3.m3u8
上海浦东东方财经,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221226033/2.m3u8
上海购物,http://ocj2.kksmg.com/ocj2/ocj2.m3u8
上海教育台,http://live.setv.sh.cn/slive/shedu02_800k.m3u8
上海新娱乐频道,http://183.207.248.11/PLTV/4/224/3221227021/index.m3u8
上海ICS外语频道,http://39.135.248.150/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226136/3.m3u8
上海七彩戏剧频,http://183.207.249.9/PLTV/2/224/3221226039/1.m3u8
江苏南京新闻综

合,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8#http://183.207.248.13:80/PLTV/4/224/3221227213/index.m3u8
江苏南京十

八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8#http://183.207.248.13:80/PLTV/4/224/3221227178/index.m3u8
江苏南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
江苏南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
江苏南京生活,http://live.nbs.cn/channels/njtv/shpd/m3u8:500k/live.m3u8
江苏南京信息,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
江苏连云港综合,http://live.lyg1.com/zhpd/sd/live.m3u8
江苏连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
江苏常州新闻,http://stream.cztv.tv/cztvxw/sd/live.m3u8
江苏常州都市,http://stream.cztv.tv/cztvds/sd/live.m3u8
江苏常州公共,http://stream.cztv.tv/cztvgg/sd/live.m3u8
江苏常州生活,http://stream.cztv.tv/cztvsh/sd/live.m3u8
江苏淮安综合,http://stream.habctv.com/xwzh/sd/live.m3u8
江苏淮安公共,http://stream.habctv.com/hagg/sd/live.m3u8
江苏淮安影视,http://stream.habctv.com/ysyl/sd/live.m3u8
江苏徐州新闻综合,http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221225945/index.m3u8
江苏徐州经济生活,http://stream1.huaihai.tv/jjsh/playlist.m3u8
江苏徐州文艺影视,http://stream1.huaihai.tv/wyys/playlist.m3u8
江苏徐州公共频道,http://stream1.huaihai.tv/ggpd/playlist.m3u8
江苏张家港综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
江苏张家港民生,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8
江苏镇江新闻综合,http://live.zjmc.tv/1/sd/live.m3u8
江苏镇江城市资讯,http://live.zjmc.tv/3/sd/live.m3u8
江苏Ⅰ靖江电视台,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
江苏南京教科频道,http://live.nbs.cn/channels/njtv/jkpd/m3u8:500k/live.m3u8
江苏邳州综合频道,http://stream.pznews.com/pztv1/sd/live.m3u8
江苏邳州综艺频道,http://stream.pznews.com/pztv2/sd/live.m3u8
江苏镇江二套社会民生频道,http://live.zjmc.tv/2/sd/live.m3u8
江苏宝应生活资讯,http://jsby.chinashadt.com:2035/live/by2.stream/playlist.m3u8
江苏武进新闻频道,http://live.wjyanghu.com/live/CH1.m3u8
江苏武进生活频道,http://live.wjyanghu.com/live/CH2.m3u8
江苏教

育,http://183.207.248.13:80/PLTV/4/224/3221225923/index.m3u8#http://183.207.249.11:80/PLTV/4/224/3221225923/index.m3u8
江苏公

共,http://183.207.248.13:80/PLTV/4/224/3221225925/index.m3u8#http://183.207.249.11:80/PLTV/4/224/3221225925/index.m3u8
江苏城市,http://183.207.248.13:80/PLTV/4/224/3221225929/index.m3u8
江苏综

艺,http://183.207.248.13:80/PLTV/4/224/3221225931/index.m3u8#http://183.207.249.11:80/PLTV/4/224/3221225931/index.m3u8
江苏体

育,http://183.207.248.13:80/PLTV/4/224/3221225935/index.m3u8#http://183.207.249.11:80/PLTV/4/224/3221225935/index.m3u8
江苏影

视,http://183.207.248.13:80/PLTV/4/224/3221225937/index.m3u8#http://183.207.249.11:80/PLTV/4/224/3221225937/index.m3u8
江苏宿迁综合,http://183.207.248.13:80/PLTV/4/224/3221226944/index.m3u8
江苏宿迁公共,http://183.207.248.13:80/PLTV/4/224/3221226939/index.m3u8
江苏无锡教育台,https://37913.hlsplay.aodianyun.com/tv_radio_37913/tv_channel_1639.m3u8
浙江卫视,http://112.17.40.140/PLTV/88888888/224/3221226136/index.m3u8
浙江萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
浙江萧山生活,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
浙江余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
浙江余姚幸福生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
浙江余姚文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
浙江杭州HTV1,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229307/index.m3u8
浙江杭州HTV2,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229310/index.m3u8
浙江杭州HTV3,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229313/index.m3u8
浙江杭州HTV4,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229377/index.m3u8
浙江杭州HTV5,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229316/index.m3u8
浙江温州新闻综合,http://live.wzqmt.com/wztv1/hd/live.m3u8
浙江温州经济科教,http://live.wzqmt.com/wztv2/sd/live.m3u8
浙江温州都市生活,http://live.wzqmt.com/wztv3/sd/live.m3u8
浙江温州公共频道,http://live.wzqmt.com/wztv4/sd/live.m3u8
浙江舟山新闻综合,http://live.wifizs.cn/xwzh/sd/live.m3u8
浙江舟山公共生活,http://live.wifizs.cn/ggsh/sd/live.m3u8
浙江舟山群岛旅游,http://live.wifizs.cn/qdly/sd/live.m3u8
浙江舟山普陀,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
浙江海宁新闻综合,http://stream.haining.tv/hnxw/sd/live.m3u8
浙江海宁生活服务,http://stream.haining.tv/hnfw/sd/live.m3u8
浙江东阳新闻综合,http://stream.dybtv.com/xwzh/GQ/live.m3u8
浙江东阳影视生活,http://stream.dybtv.com/yssh/GQ/live.m3u8
浙江乐清新闻频

道,http://33809.hlsplay.aodianyun.com/guangdianyun_33809/tv_channel_170.m3u8#http://33809.hlsplay.aodianyun.com/guangd

ianyun_33809/tv_channel_171.m3u8
浙江海盐新闻频道,http://haiyan.liveyun.hoge.cn/xwpd/sd/live.m3u8
浙江奉化新闻综合,http://stream.fhtv.net.cn/zhpd/sd/live.m3u8
浙江奉化生活娱乐,http://stream.fhtv.net.cn/ylpd/sd/live.m3u8
浙江柯桥综合台,http://live.scbtv.cn/hls/news/index.m3u8
浙江柯桥时尚台,http://live.scbtv.cn/hls/qfc/index.m3u8
浙江长兴综合台,http://l.cztvcloud.com/channels/lantian/SXchangxing1/720p.m3u8
浙江嘉兴新闻综合频道,http://stream1.jiaxingren.com/xwzh/sd/live.m3u8?_upt=4fbd1f881561229411
浙江嘉兴文化影视频道,http://stream1.jiaxingren.com/whys/playlist.m3u8?_upt=7e42aa841578249702
浙江嘉兴公共频道频道,http://stream1.jiaxingren.com/ggpd/playlist.m3u8?_upt=e4511eb71578249730
浙江上虞1新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
浙江上虞3新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
浙江嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
安徽卫

视,http://112.50.243.8/PLTV/88888888/224/3221226942/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226185/index.m3u

8
安徽经济,http://zbbf2.ahtv.cn/live/750.m3u8
安徽科教,http://zbbf2.ahtv.cn/live/752.m3u8#http://zbbf2.ahtv.cn/live/754.m3u8
安徽影视,http://zbbf2.ahtv.cn/live/756.m3u8
安徽综艺,http://zbbf2.ahtv.cn/live/758.m3u8
安徽亳州新闻频道,http://220.180.110.101:8083/videos/live/33/59/NC7XQdEveyncq/NC7XQdEveyncq.M3U8
安徽亳州农村频

道,http://220.180.110.101:8083/videos/live/39/13/o4ncrHkSp7q09/o4ncrHkSp7q09.M3U8#http://218.22.251.12:8001/tslslive/J

pWzs2u/hls/live_sd.m3u8
安徽滁州新闻综合,http://183.167.193.45:1935/live/cztvzh/playlist.m3u8
安徽滁州科教频道,http://183.167.193.45:1935/live/cztvkj/playlist.m3u8
安徽东至新闻综合,http://223.247.33.124:1935/live/zonghe/playlist.m3u8
安徽东至文化资讯,http://223.247.33.124:1935/live/wenhua/playlist.m3u8
安徽东至影视频道,http://223.247.33.124:1935/live/yingshi/playlist.m3u8
安徽涡阳新闻综合,http://220.180.110.101:8083/videos/live/36/57/hwEHU4UVQ1Iv5/hwEHU4UVQ1Iv5.M3U8
安徽芜湖新闻综合,http://live1.wuhubtv.com/channel1/sd/live.m3u8
安徽芜湖生活频道,http://live1.wuhubtv.com/channel2/sd/live.m3u8
安徽芜湖公共频道,http://live1.wuhubtv.com/channel3/sd/live.m3u8
安徽芜湖教育频道,http://live1.wuhubtv.com/channel4/sd/live.m3u8
安徽芜湖县新闻综合,http://220.178.172.47:8090/live/ch0.m3u8
安徽长丰新闻综合,http://218.23.114.19:1935/live/xinwen/playlist.m3u8
安徽芜湖县影视频道,http://220.178.172.47:8090/live/ch1.m3u8
安徽淮南电视台一套,http://stream.0554news.com/hnds1/sd/live.m3u8
安徽淮南电视台二套,http://stream.0554news.com/hnds2/sd/live.m3u8
安徽滁州公共频道,http://183.167.193.45:1935/live/cztvgg/playlist.m3u8
安徽亳州新闻综合频道,http://218.22.251.12:8001/tslslive/wT9aUpL/hls/live_sd.m3u8
安徽蒙城电视台,http://live.plus.ahmctv.net/channel2/sd/live.m3u8
安徽铜陵新闻综合频道,http://dstpush1.retalltech.com/app/stream1.m3u8
安徽铜陵公共频道,http://dstpush1.retalltech.com/app/stream2.m3u8
安徽铜陵科教频道,http://dstpush1.retalltech.com/app/stream3.m3u8
安徽凤台文化生活,http://60.175.115.119:1935/live/wenhua/playlist.m3u8
安徽凤台综合频道,http://60.175.115.119:1935/live/zonghe/playlist.m3u8
安徽国际频道,http://zbbf2.ahtv.cn/live/dab.m3u8
安徽人物,http://zbbf2.ahtv.cn/live/da9.m3u8
安徽肥东新闻综合,http://appzb2.feidongtv.com/test/test.m3u8
安徽肥东经济频道,http://appzb2.feidongtv.com/test2/test2.m3u8
安徽桐城新闻频道,http://35979.hlsplay.aodianyun.com/tv_radio_35979/tv_channel_545.m3u8
安徽安庆教育频道,https://hwapi.yunshicloud.com/0spq8i/r04v8s.m3u8
安徽安庆公共频道,https://hwapi.yunshicloud.com/0spq8i/72wt2h.m3u8
安徽五河生活影视,http://60.170.109.149:1935/live/wuhe1/playlist.m3u8
安徽濉溪电视1,https://hwapi.yunshicloud.com/m87oxo/251011.m3u8
安徽濉溪电视2,https://hwapi.yunshicloud.com/m87oxo/h7j86z.m3u8
安徽淮北新闻频道,http://live.0561rtv.cn/xwzh/playlist.m3u8
安徽淮北教育频道,http://live.0561rtv.cn/jypd/playlist.m3u8
福建长乐,http://35908.hlsplay.aodianyun.com/guangdianyun_35908/tv_channel_327.m3u8
福建厦门一套,http://cstvpull.live.wscdns.com/live/xiamen1.flv
福建厦门二套,http://cstvpull.live.wscdns.com/live/xiamen2.flv
福建厦门三套,http://cstvpull.live.wscdns.com/live/xiamen3.flv
福建三明一套新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8
福建三明二套公共,http://stream.smntv.cn/smtv2/sd/live.m3u8
福建尤溪电视台城市生活,http://38269.hlsplay.aodianyun.com/tv_radio_38269/tv_channel_766.m3u8
